query,answer,domains,subset,base_template,chosen_template
chenwei needs all the emails from nadia last week about 'Task Update on Improve UX of feedback submission'. Can you forward them?,"['email.forward_email.func(email_id=""00000198"", recipient=""chenwei.zhang@atlas.com"")']",['email'],email,Forward all the emails from {name} last week about '{subject}' to {recipient_name},{recipient_name} needs all the emails from {name} last week about '{subject}'. Can you forward them?
Forward all the emails from fatima last week about 'Task Update on Develop prototype for report generation' to anaya,"['email.forward_email.func(email_id=""00000017"", recipient=""anaya.patel@atlas.com"")']",['email'],email,Forward all the emails from {name} last week about '{subject}' to {recipient_name},Forward all the emails from {name} last week about '{subject}' to {recipient_name}
Forward all the emails from anaya last week about 'Update on status briefing' to amir,"['email.forward_email.func(email_id=""00000281"", recipient=""amir.ali@atlas.com"")']",['email'],email,Forward all the emails from {name} last week about '{subject}' to {recipient_name},Forward all the emails from {name} last week about '{subject}' to {recipient_name}
Forward all the emails from sofia last week about 'Task Update on Improve UX of onboarding process' to amir,"['email.forward_email.func(email_id=""00000264"", recipient=""amir.ali@atlas.com"")']",['email'],email,Forward all the emails from {name} last week about '{subject}' to {recipient_name},Forward all the emails from {name} last week about '{subject}' to {recipient_name}
Forward all the emails from amir last week about 'Task Update on Update brand colors in website' to yuki,"['email.forward_email.func(email_id=""00000431"", recipient=""yuki.tanaka@atlas.com"")']",['email'],email,Forward all the emails from {name} last week about '{subject}' to {recipient_name},Forward all the emails from {name} last week about '{subject}' to {recipient_name}
Forward all the emails from akira last week about 'Update on Client Appreciation Gala' to kofi,"['email.forward_email.func(email_id=""00000477"", recipient=""kofi.mensah@atlas.com"")']",['email'],email,Forward all the emails from {name} last week about '{subject}' to {recipient_name},Forward all the emails from {name} last week about '{subject}' to {recipient_name}
carlos needs all the emails from nia last week about 'Update on introductory call'. Can you forward them?,"['email.forward_email.func(email_id=""00000308"", recipient=""carlos.rodriguez@atlas.com"")']",['email'],email,Forward all the emails from {name} last week about '{subject}' to {recipient_name},{recipient_name} needs all the emails from {name} last week about '{subject}'. Can you forward them?
Forward the latest email about 'Task Update on Add authentication for email notification' to olga,"['email.forward_email.func(email_id=""00000436"", recipient=""olga.petrova@atlas.com"")']",['email'],email,Forward the latest email about '{subject}' to {recipient_name},Forward the latest email about '{subject}' to {recipient_name}
santiago needs the latest email about 'Update on Client Appreciation Gala'. Can you forward it?,"['email.forward_email.func(email_id=""00000206"", recipient=""santiago.martinez@atlas.com"")']",['email'],email,Forward the latest email about '{subject}' to {recipient_name},{recipient_name} needs the latest email about '{subject}'. Can you forward it?
amir needs the latest email about 'Update on Machine Learning Chat'. Can you forward it?,"['email.forward_email.func(email_id=""00000409"", recipient=""amir.ali@atlas.com"")']",['email'],email,Forward the latest email about '{subject}' to {recipient_name},{recipient_name} needs the latest email about '{subject}'. Can you forward it?
can you forward the latest email about 'Update on Corporate Governance Workshop' to yuki,"['email.forward_email.func(email_id=""00000428"", recipient=""yuki.tanaka@atlas.com"")']",['email'],email,Forward the latest email about '{subject}' to {recipient_name},can you forward the latest email about '{subject}' to {recipient_name}
Forward the latest email about 'Task Update on Add animation to form submission button' to raj,"['email.forward_email.func(email_id=""00000349"", recipient=""raj.patel@atlas.com"")']",['email'],email,Forward the latest email about '{subject}' to {recipient_name},Forward the latest email about '{subject}' to {recipient_name}
Forward the latest email about 'Task Update on Design logo for website' to dmitri,"['email.forward_email.func(email_id=""00000118"", recipient=""dmitri.ivanov@atlas.com"")']",['email'],email,Forward the latest email about '{subject}' to {recipient_name},Forward the latest email about '{subject}' to {recipient_name}
Forward the latest email about 'Task Update on Design logo for blog' to yuki,"['email.forward_email.func(email_id=""00000415"", recipient=""yuki.tanaka@atlas.com"")']",['email'],email,Forward the latest email about '{subject}' to {recipient_name},Forward the latest email about '{subject}' to {recipient_name}
Forward the latest email about 'Update on team coordination meeting' to chenwei,"['email.forward_email.func(email_id=""00000134"", recipient=""chenwei.zhang@atlas.com"")']",['email'],email,Forward the latest email about '{subject}' to {recipient_name},Forward the latest email about '{subject}' to {recipient_name}
can you forward the latest email about 'Task Update on Design logo for blog' to carlos,"['email.forward_email.func(email_id=""00000415"", recipient=""carlos.rodriguez@atlas.com"")']",['email'],email,Forward the latest email about '{subject}' to {recipient_name},can you forward the latest email about '{subject}' to {recipient_name}
Forward the latest email about 'Task Update on Optimize database query for user management' to aisha,"['email.forward_email.func(email_id=""00000422"", recipient=""aisha.chen@atlas.com"")']",['email'],email,Forward the latest email about '{subject}' to {recipient_name},Forward the latest email about '{subject}' to {recipient_name}
Forward my most recent email from fatima to kofi,"['email.forward_email.func(email_id=""00000119"", recipient=""kofi.mensah@atlas.com"")']",['email'],email,Forward my most recent email from {sender_name} to {recipient_name},Forward my most recent email from {sender_name} to {recipient_name}
Forward my most recent email from kofi to jinsoo,"['email.forward_email.func(email_id=""00000259"", recipient=""jinsoo.kim@atlas.com"")']",['email'],email,Forward my most recent email from {sender_name} to {recipient_name},Forward my most recent email from {sender_name} to {recipient_name}
Forward my most recent email from anaya to olga,"['email.forward_email.func(email_id=""00000166"", recipient=""olga.petrova@atlas.com"")']",['email'],email,Forward my most recent email from {sender_name} to {recipient_name},Forward my most recent email from {sender_name} to {recipient_name}
